house_id,seller_id,agent_id,address,city,neighborhood,zip_code,latitude,longitude,property_type,bedrooms,bathrooms,garage_spaces,stories,square_feet,lot_size,construction_year,school_district,listing_price,estimated_market_value,price_per_sq_ft,listing_date,days_on_market,hoa_fee,status
362,124,1,099 Melendez Rue Apt. 273,Bellevue,Bridle Trails,06300,47.607922,-122.214003,SINGLE_FAMILY,5,2.0,1,3,3531,7452,2014,Bellevue School District,2874000.0,2925000.0,813.93,2025-09-13,27,0,ACTIVE
363,35,23,56262 Collins Spring Suite 046,Seattle,Queen Anne,24030,47.597071,-122.319616,SINGLE_FAMILY,1,4.0,2,2,3657,4814,1986,Seattle Public Schools,1987000.0,2060000.0,543.34,2025-08-27,58,0,ACTIVE
364,105,29,1516 Eugene Crossroad,Mercer Island,North End,75825,47.585474,-122.233366,CONDO,5,1.5,1,2,1032,3591,1999,Mercer Island School District,726000.0,755000.0,703.49,2025-12-30,49,510,PENDING
365,63,16,76604 Green Roads Apt. 978,Renton,Highlands,49367,47.495544,-122.221258,TOWNHOUSE,4,1.0,1,2,1677,6459,1957,Renton School District,622000.0,667000.0,370.9,2026-04-09,63,598,SOLD
366,99,13,512 Schmidt Lights Apt. 205,Seattle,Greenwood,93242,47.608785,-122.32007,SINGLE_FAMILY,3,1.5,3,1,4168,8297,1970,Seattle Public Schools,2015000.0,2125000.0,483.45,2026-01-29,59,0,SOLD
367,23,4,976 Steven Canyon,Seattle,Greenwood,16432,47.608378,-122.323174,SINGLE_FAMILY,4,2.0,1,3,3983,4760,1998,Seattle Public Schools,2210000.0,2322000.0,554.86,2026-05-10,44,0,SOLD
368,107,21,0954 Rogers Hill Apt. 842,Seattle,Fremont,38936,47.613191,-122.341981,SINGLE_FAMILY,3,3.5,1,1,3814,5485,1950,Seattle Public Schools,1861000.0,1964000.0,487.94,2025-11-05,28,0,ACTIVE
369,50,9,5409 Michael Camp,Redmond,Overlake,70135,47.672122,-122.109111,SINGLE_FAMILY,2,3.5,1,1,4122,3901,1977,Lake Washington School District,2420000.0,2363000.0,587.09,2026-03-24,15,0,ACTIVE
370,26,1,18122 Jordan Harbor,Bellevue,Downtown,45771,47.603082,-122.187844,SINGLE_FAMILY,4,4.0,0,1,3201,3229,1953,Bellevue School District,2209000.0,2259000.0,690.1,2026-06-17,71,0,SOLD
371,110,11,897 Charles Landing,Bothell,North Creek,05519,47.765556,-122.210108,SINGLE_FAMILY,3,1.5,2,3,3930,4764,1984,Northshore School District,2082000.0,2128000.0,529.77,2025-08-21,53,0,ACTIVE
372,36,1,8154 Morales Ferry,Kirkland,Rose Hill,98381,47.665587,-122.205081,CONDO,5,4.0,1,2,988,5202,1962,Lake Washington School District,467000.0,498000.0,472.67,2025-09-30,84,601,ACTIVE
373,83,1,1394 Gilbert Plains,Kirkland,Rose Hill,32450,47.672706,-122.219627,SINGLE_FAMILY,4,2.0,3,1,3492,6470,1974,Lake Washington School District,2108000.0,2193000.0,603.67,2026-03-08,67,0,SOLD
374,26,24,9736 Burgess Tunnel,Bellevue,Bridle Trails,24842,47.603916,-122.210648,TOWNHOUSE,2,3.0,0,1,1383,5579,1994,Bellevue School District,884000.0,948000.0,639.19,2025-10-07,16,404,SOLD
375,139,8,624 Smith Fords,Bothell,Canyon Park,02954,47.751449,-122.197802,CONDO,4,1.0,0,2,1128,7363,1971,Northshore School District,431000.0,463000.0,382.09,2026-04-09,8,332,PENDING
376,32,22,4795 Jeffrey Brook,Issaquah,Olde Town,93432,47.542782,-122.028594,SINGLE_FAMILY,3,4.0,2,1,3370,6218,1985,Issaquah School District,1872000.0,1869000.0,555.49,2025-10-25,81,0,PENDING
377,67,4,497 Walters Isle,Seattle,Fremont,71470,47.59383,-122.344426,SINGLE_FAMILY,4,1.5,0,3,3363,4512,2021,Seattle Public Schools,2315000.0,2357000.0,688.37,2025-11-17,21,0,ACTIVE
378,100,14,5557 Steven Summit,Issaquah,Squak Mountain,65902,47.538238,-122.023674,CONDO,5,1.5,1,1,1240,4738,1950,Issaquah School District,503000.0,521000.0,405.65,2025-09-13,6,525,ACTIVE
379,38,24,646 Donna Ports,Issaquah,Talus,10804,47.540574,-122.022767,SINGLE_FAMILY,1,2.0,2,3,3015,7141,1978,Issaquah School District,1591000.0,1623000.0,527.69,2026-02-13,20,0,SOLD
380,97,2,38544 Hayes Mountain Apt. 299,Seattle,Fremont,22355,47.595781,-122.325597,CONDO,4,4.0,1,3,1237,7527,2011,Seattle Public Schools,587000.0,583000.0,474.54,2026-02-11,11,693,ACTIVE
381,41,1,0487 Nicholas Plain Apt. 691,Bothell,Downtown,13212,47.756869,-122.207727,CONDO,3,2.0,3,2,1394,2088,2000,Northshore School District,590000.0,625000.0,423.24,2025-11-20,72,622,SOLD
382,149,28,94226 Bell Forge,Seattle,Ballard,55312,47.616694,-122.325812,TOWNHOUSE,3,1.5,1,2,1499,7201,2020,Seattle Public Schools,848000.0,835000.0,565.71,2026-05-22,66,399,SOLD
383,38,13,5158 Perez Lodge Suite 747,Issaquah,Squak Mountain,21075,47.535483,-122.042553,SINGLE_FAMILY,2,2.0,3,1,2601,1929,1951,Issaquah School District,1354000.0,1441000.0,520.57,2026-05-31,20,0,ACTIVE
384,9,4,4085 Douglas Springs,Sammamish,Klahanie,13388,47.613199,-122.041519,TOWNHOUSE,3,1.5,3,3,1907,8015,2005,Lake Washington School District,1158000.0,1203000.0,607.24,2025-11-15,90,587,ACTIVE
385,31,4,6309 Dillon River Apt. 996,Seattle,Ballard,03493,47.594862,-122.327858,SINGLE_FAMILY,5,1.5,0,3,4463,6193,1998,Seattle Public Schools,2400000.0,2500000.0,537.75,2025-10-25,78,0,ACTIVE
386,112,10,97150 Arnold Way,Redmond,Bear Creek,25802,47.662657,-122.126743,TOWNHOUSE,4,4.0,1,2,1396,8159,2025,Lake Washington School District,922000.0,943000.0,660.46,2026-05-04,7,451,SOLD
387,32,25,5327 Marcus Hill,Redmond,Education Hill,08996,47.68787,-122.109572,SINGLE_FAMILY,2,3.0,1,1,3971,6044,2012,Lake Washington School District,2708000.0,2876000.0,681.94,2026-05-20,62,0,PENDING
388,9,3,773 Fritz Underpass,Bothell,Canyon Park,23684,47.760284,-122.209493,SINGLE_FAMILY,3,2.5,0,1,2327,3962,2023,Northshore School District,1371000.0,1354000.0,589.17,2026-06-18,10,0,PENDING
389,134,30,523 Bowen Cliff,Mercer Island,East Seattle,01403,47.573885,-122.221782,SINGLE_FAMILY,4,3.5,0,1,3001,1800,2018,Mercer Island School District,2917000.0,3015000.0,972.01,2026-03-28,29,0,SOLD
390,33,24,761 Rosario Stravenue Apt. 980,Seattle,Magnolia,57978,47.60386,-122.330605,CONDO,3,3.5,1,2,870,5236,1967,Seattle Public Schools,350000.0,348000.0,402.3,2025-12-21,15,380,ACTIVE
391,50,23,6056 Patterson Crossing,Renton,Downtown,14083,47.484809,-122.212667,CONDO,3,1.5,3,1,796,4091,2018,Renton School District,299000.0,311000.0,375.63,2025-08-21,60,444,ACTIVE
392,17,11,125 Douglas Divide Apt. 734,Seattle,Greenwood,13231,47.593869,-122.319823,TOWNHOUSE,4,1.5,1,2,1379,1580,1984,Seattle Public Schools,635000.0,624000.0,460.48,2025-10-27,17,443,PENDING
393,126,4,7345 Norris Isle,Sammamish,Inglewood,59532,47.611767,-122.033435,SINGLE_FAMILY,3,2.0,0,1,2230,2898,1965,Lake Washington School District,1223000.0,1284000.0,548.43,2026-03-10,45,0,ACTIVE
394,33,9,022 Johnson Land Suite 442,Mercer Island,North End,74902,47.5763,-122.215703,SINGLE_FAMILY,4,1.5,3,3,3213,7524,2018,Mercer Island School District,3157000.0,3369000.0,982.57,2026-02-14,39,0,ACTIVE
395,113,12,742 Dwayne Highway Suite 430,Seattle,Queen Anne,28243,47.606267,-122.338825,TOWNHOUSE,3,3.5,1,2,1679,6707,1981,Seattle Public Schools,818000.0,831000.0,487.19,2026-01-27,16,406,PENDING
396,148,2,045 Woods Extension,Bellevue,Downtown,45617,47.617402,-122.199875,SINGLE_FAMILY,3,4.0,0,2,2169,7046,1960,Bellevue School District,1421000.0,1416000.0,655.14,2026-02-18,70,0,ACTIVE
397,32,13,567 Monica Orchard Apt. 760,Mercer Island,North End,88154,47.574189,-122.209773,SINGLE_FAMILY,4,3.5,3,3,3839,5877,2015,Mercer Island School District,3822000.0,3992000.0,995.57,2026-06-08,49,0,PENDING
398,44,22,43324 Debra Knolls Suite 790,Seattle,Magnolia,98314,47.618314,-122.341856,TOWNHOUSE,3,1.5,2,1,2143,4962,2017,Seattle Public Schools,1135000.0,1106000.0,529.63,2026-05-02,68,444,ACTIVE
399,75,10,350 Sims Isle,Seattle,Queen Anne,67009,47.600006,-122.340708,CONDO,4,3.0,3,1,996,3997,1981,Seattle Public Schools,443000.0,471000.0,444.78,2025-07-23,87,513,SOLD
400,77,12,79833 Robles Falls,Bothell,Canyon Park,90901,47.745255,-122.193694,SINGLE_FAMILY,2,2.0,0,1,3696,5029,2012,Northshore School District,1950000.0,1893000.0,527.6,2026-06-04,67,0,PENDING
401,65,8,72094 Davis Field,Seattle,Queen Anne,96620,47.603061,-122.338121,SINGLE_FAMILY,3,1.5,2,1,2429,5092,2002,Seattle Public Schools,1398000.0,1431000.0,575.55,2026-04-27,89,0,ACTIVE
402,29,7,84033 Brenda Prairie,Bothell,North Creek,63059,47.746308,-122.208564,SINGLE_FAMILY,4,1.0,1,3,3248,3130,2005,Northshore School District,1704000.0,1818000.0,524.63,2025-12-14,66,0,SOLD
403,33,11,1371 Miller Flat,Mercer Island,East Seattle,13591,47.570756,-122.209393,CONDO,4,2.5,1,1,771,2383,2003,Mercer Island School District,589000.0,603000.0,763.94,2026-01-12,7,314,SOLD
404,3,14,749 Bonnie Wall,Seattle,Queen Anne,15118,47.599884,-122.332522,SINGLE_FAMILY,4,1.5,1,3,2768,5688,1956,Seattle Public Schools,1432000.0,1443000.0,517.34,2026-03-18,28,0,WITHDRAWN
405,51,16,399 Gay Glen Suite 947,Seattle,Greenwood,83224,47.614682,-122.344008,TOWNHOUSE,4,3.0,1,1,2184,8503,1983,Seattle Public Schools,1096000.0,1093000.0,501.83,2025-09-01,80,572,SOLD
406,110,1,444 Matthew Springs Suite 712,Kirkland,Rose Hill,64409,47.667889,-122.195069,SINGLE_FAMILY,3,3.0,2,3,2341,6688,2001,Lake Washington School District,1669000.0,1801000.0,712.94,2025-07-01,34,0,SOLD
407,94,9,2216 Davis Wall Suite 582,Seattle,Fremont,25875,47.612548,-122.339691,SINGLE_FAMILY,4,1.5,0,1,2051,1927,2015,Seattle Public Schools,1218000.0,1188000.0,593.86,2026-04-08,89,0,ACTIVE
408,126,12,48458 Garcia Hills,Renton,Downtown,80392,47.477031,-122.229193,SINGLE_FAMILY,1,3.0,1,2,3733,4453,1985,Renton School District,1768000.0,1735000.0,473.61,2025-09-13,51,0,ACTIVE
409,23,29,2362 Chelsea Estate,Renton,Highlands,43188,47.471815,-122.209822,SINGLE_FAMILY,2,3.0,1,1,4276,7272,1997,Renton School District,1894000.0,1895000.0,442.94,2026-06-12,62,0,PENDING
410,137,24,964 Sarah Mountains Suite 524,Issaquah,Olde Town,44242,47.516414,-122.041849,SINGLE_FAMILY,3,2.0,2,2,4038,5173,1993,Issaquah School District,2261000.0,2311000.0,559.93,2026-03-20,85,0,SOLD
411,6,6,4696 Smith Lodge Apt. 652,Renton,Fairwood,60386,47.476124,-122.203075,CONDO,3,3.0,0,3,719,3058,2011,Renton School District,276000.0,296000.0,383.87,2026-04-04,55,503,PENDING
412,100,13,334 Wall Burg,Renton,Fairwood,42685,47.476045,-122.226578,CONDO,2,1.5,0,3,726,5230,1971,Renton School District,237000.0,243000.0,326.45,2025-12-01,69,612,PENDING
413,12,18,8833 Gates Coves Apt. 325,Renton,Highlands,95246,47.476655,-122.212912,SINGLE_FAMILY,5,2.0,1,2,2702,8654,1987,Renton School District,1255000.0,1294000.0,464.47,2025-12-20,11,0,ACTIVE
414,95,11,67349 Brown Centers Suite 485,Kirkland,Juanita,57926,47.690293,-122.19448,SINGLE_FAMILY,3,1.5,3,3,2660,3915,2018,Lake Washington School District,1912000.0,1991000.0,718.8,2026-05-31,46,0,SOLD
415,5,18,2156 Morgan Radial,Sammamish,Inglewood,39672,47.630663,-122.027254,TOWNHOUSE,4,1.0,3,3,1310,3608,1995,Lake Washington School District,679000.0,731000.0,518.32,2026-01-23,85,574,ACTIVE
416,102,5,3598 Hawkins Viaduct,Kirkland,Totem Lake,38697,47.668852,-122.199211,SINGLE_FAMILY,3,2.5,0,2,3611,2986,1978,Lake Washington School District,2254000.0,2237000.0,624.2,2026-03-07,63,0,SOLD
417,6,10,55732 Mcdonald Mount,Seattle,Capitol Hill,47975,47.617758,-122.322575,CONDO,4,1.5,0,1,843,2090,2022,Seattle Public Schools,434000.0,456000.0,514.83,2025-10-28,59,375,SOLD
418,4,20,9021 Simmons Valley Suite 080,Redmond,Education Hill,67644,47.670236,-122.135879,TOWNHOUSE,4,4.0,0,1,1712,3534,1962,Lake Washington School District,922000.0,908000.0,538.55,2025-11-11,15,387,SOLD
419,87,28,85874 Walters Street Apt. 918,Seattle,Greenwood,15224,47.593749,-122.342923,TOWNHOUSE,4,2.5,1,2,1313,4217,1951,Seattle Public Schools,607000.0,596000.0,462.3,2026-01-08,66,329,SOLD
420,76,4,793 Katie Meadows,Seattle,Magnolia,36790,47.617794,-122.334641,SINGLE_FAMILY,1,1.5,0,1,2895,4999,2019,Seattle Public Schools,1666000.0,1767000.0,575.47,2025-12-15,54,0,ACTIVE
421,126,6,512 Gibson Tunnel,Seattle,Ballard,91279,47.597936,-122.318406,TOWNHOUSE,3,1.0,2,1,1531,4453,1999,Seattle Public Schools,746000.0,782000.0,487.26,2026-03-25,15,272,SOLD
422,78,20,69409 Smith Fork Suite 624,Kirkland,Totem Lake,29715,47.672352,-122.217882,SINGLE_FAMILY,5,3.5,2,2,3972,8141,1992,Lake Washington School District,2759000.0,2882000.0,694.61,2026-01-27,14,0,ACTIVE
423,123,27,739 Barry Stravenue Apt. 323,Bothell,Canyon Park,40934,47.748495,-122.207576,CONDO,4,1.5,0,2,802,2544,1968,Northshore School District,289000.0,293000.0,360.35,2025-09-03,28,642,SOLD
424,86,5,902 Blevins Islands,Bellevue,West Bellevue,41832,47.606596,-122.20002,SINGLE_FAMILY,3,2.5,1,2,3536,2184,2011,Bellevue School District,2902000.0,2947000.0,820.7,2026-06-01,79,0,SOLD
425,5,12,42643 Kelsey Burg,Renton,Fairwood,18498,47.482118,-122.228092,SINGLE_FAMILY,2,2.0,2,1,2698,3914,1961,Renton School District,1104000.0,1071000.0,409.19,2026-05-14,63,0,WITHDRAWN
426,31,23,60736 Sean Locks Apt. 369,Seattle,Greenwood,16839,47.595492,-122.325108,CONDO,4,2.5,2,1,1081,7245,1981,Seattle Public Schools,452000.0,450000.0,418.13,2025-08-01,18,589,SOLD
427,20,1,981 Katherine Crest,Kirkland,Rose Hill,64609,47.686832,-122.208505,SINGLE_FAMILY,4,2.5,1,3,4232,5820,1970,Lake Washington School District,2563000.0,2589000.0,605.62,2026-03-25,43,0,ACTIVE
428,9,20,563 Tracie Union Suite 748,Redmond,Education Hill,15180,47.673999,-122.136174,TOWNHOUSE,4,3.5,3,3,1754,7327,1951,Lake Washington School District,905000.0,893000.0,515.96,2026-06-07,38,542,SOLD
429,33,24,66615 Bautista Villages,Redmond,Education Hill,09060,47.670912,-122.13482,TOWNHOUSE,3,4.0,0,3,1733,5337,1970,Lake Washington School District,892000.0,874000.0,514.71,2025-12-04,66,410,ACTIVE
430,70,4,16704 Williams Vista Apt. 290,Kirkland,Juanita,17271,47.664234,-122.202904,SINGLE_FAMILY,4,1.0,1,2,3358,2833,1971,Lake Washington School District,2039000.0,2061000.0,607.21,2026-01-03,74,0,ACTIVE
431,62,9,700 Michelle Shore,Seattle,Ballard,38916,47.6205,-122.330156,SINGLE_FAMILY,3,4.0,3,1,1844,1893,1989,Seattle Public Schools,983000.0,975000.0,533.08,2025-11-11,45,0,SOLD
432,101,24,62282 Michael Creek Apt. 073,Seattle,Fremont,40617,47.620416,-122.32602,SINGLE_FAMILY,2,2.5,0,3,3260,8114,1986,Seattle Public Schools,1876000.0,1923000.0,575.46,2025-11-22,24,0,ACTIVE
433,119,3,9500 Johnson Mountains Apt. 260,Seattle,Greenwood,71211,47.593999,-122.325546,TOWNHOUSE,4,4.0,1,3,1788,2819,2025,Seattle Public Schools,1060000.0,1033000.0,592.84,2025-11-13,69,514,ACTIVE
434,111,2,10531 Mcneil Creek,Sammamish,Inglewood,62850,47.624525,-122.038971,TOWNHOUSE,2,3.0,0,1,1835,6144,1993,Lake Washington School District,974000.0,959000.0,530.79,2025-12-15,85,504,ACTIVE
435,128,4,729 Larry Mountains Suite 258,Seattle,Queen Anne,48418,47.600612,-122.319078,SINGLE_FAMILY,2,2.0,2,2,3067,2230,2020,Seattle Public Schools,2092000.0,2213000.0,682.1,2026-06-12,14,0,SOLD
436,36,4,7932 Zachary Valley,Seattle,Magnolia,19191,47.605848,-122.336196,TOWNHOUSE,3,2.5,1,2,1564,4504,2010,Seattle Public Schools,852000.0,898000.0,544.76,2025-09-19,70,682,ACTIVE
437,11,20,164 John Glen,Kirkland,Rose Hill,24700,47.663612,-122.197282,SINGLE_FAMILY,4,3.0,0,1,2141,8488,2002,Lake Washington School District,1601000.0,1599000.0,747.78,2026-03-21,18,0,SOLD
438,90,15,7988 Wolf Curve Suite 652,Seattle,Queen Anne,76439,47.610475,-122.320096,SINGLE_FAMILY,3,1.0,1,3,3435,2387,1959,Seattle Public Schools,1698000.0,1810000.0,494.32,2026-03-24,55,0,SOLD
439,122,4,603 Alexis Roads,Renton,Downtown,04972,47.481537,-122.215748,SINGLE_FAMILY,5,1.5,1,2,3146,6154,1958,Renton School District,1298000.0,1401000.0,412.59,2026-04-29,9,0,PENDING
440,55,28,65097 Mathews Field,Sammamish,Klahanie,82907,47.629879,-122.03009,TOWNHOUSE,3,3.5,1,1,1363,2661,1996,Lake Washington School District,748000.0,806000.0,548.79,2026-05-11,13,390,ACTIVE
441,14,3,3794 Wilson Harbors Suite 524,Bellevue,Bridle Trails,45194,47.605361,-122.193905,SINGLE_FAMILY,2,2.0,3,2,3649,5395,2003,Bellevue School District,2945000.0,3074000.0,807.07,2026-04-18,73,0,ACTIVE
442,144,26,715 Brown Lakes Suite 082,Renton,Fairwood,12898,47.473857,-122.210418,SINGLE_FAMILY,3,1.5,2,3,3589,8246,1995,Renton School District,1700000.0,1756000.0,473.67,2025-09-19,45,0,SOLD
443,105,9,18425 Chavez Plaza Apt. 826,Seattle,Magnolia,67466,47.612869,-122.317453,CONDO,5,4.0,1,3,801,5180,2013,Seattle Public Schools,389000.0,382000.0,485.64,2025-09-07,86,546,WITHDRAWN
444,56,12,35892 Lauren Lake,Seattle,Capitol Hill,71208,47.619771,-122.317948,SINGLE_FAMILY,3,1.0,2,2,2568,1632,2003,Seattle Public Schools,1566000.0,1652000.0,609.81,2025-09-20,43,0,SOLD
445,91,27,2129 Megan Terrace,Issaquah,Talus,94359,47.527875,-122.018378,SINGLE_FAMILY,3,1.5,3,2,2310,4556,2013,Issaquah School District,1456000.0,1485000.0,630.3,2025-08-23,27,0,ACTIVE
446,73,23,40646 English Mountain Suite 240,Redmond,Bear Creek,10314,47.687037,-122.109324,SINGLE_FAMILY,2,1.0,0,1,3585,6821,1998,Lake Washington School District,2301000.0,2399000.0,641.84,2025-09-28,7,0,SOLD
447,9,22,99106 Douglas View Apt. 362,Kirkland,Totem Lake,85184,47.687451,-122.214644,SINGLE_FAMILY,4,3.0,3,1,3833,3102,2019,Lake Washington School District,2750000.0,2802000.0,717.45,2025-11-28,65,0,PENDING
448,102,1,51342 Martinez Streets,Mercer Island,East Seattle,77299,47.579166,-122.221873,SINGLE_FAMILY,3,3.5,2,2,3700,8368,2002,Mercer Island School District,3764000.0,3918000.0,1017.3,2026-06-07,58,0,SOLD
449,133,27,72450 Abigail Pine,Renton,Fairwood,13950,47.485898,-122.222047,SINGLE_FAMILY,5,2.5,1,3,3498,4706,1954,Renton School District,1399000.0,1381000.0,399.94,2026-04-05,29,0,ACTIVE
450,45,13,74189 Hernandez Throughway Suite 406,Kirkland,Totem Lake,33983,47.677418,-122.207878,SINGLE_FAMILY,2,4.0,1,3,2011,2469,2023,Lake Washington School District,1642000.0,1762000.0,816.51,2025-08-09,85,0,ACTIVE
451,24,3,9274 Alexandra Corners Suite 376,Kirkland,Juanita,55770,47.675023,-122.202133,SINGLE_FAMILY,3,1.0,0,3,4369,4632,1983,Lake Washington School District,3106000.0,3067000.0,710.92,2025-07-19,8,0,ACTIVE
452,50,18,4485 Estrada Glen,Renton,Highlands,47249,47.489689,-122.207887,SINGLE_FAMILY,3,2.0,0,2,3658,2179,1995,Renton School District,1612000.0,1679000.0,440.68,2025-07-29,23,0,ACTIVE
453,37,10,739 Walker Mews,Kirkland,Totem Lake,87746,47.688738,-122.218217,TOWNHOUSE,3,2.0,1,2,1893,2324,1963,Lake Washington School District,1005000.0,1077000.0,530.9,2025-10-03,67,657,ACTIVE
454,116,26,996 Williams Coves Apt. 911,Seattle,Capitol Hill,31776,47.596594,-122.346796,SINGLE_FAMILY,2,3.0,0,1,4362,4308,1959,Seattle Public Schools,2153000.0,2188000.0,493.58,2025-11-07,49,0,SOLD
455,50,20,0577 Shelby Via Suite 039,Redmond,Education Hill,24190,47.674979,-122.12096,TOWNHOUSE,4,1.5,2,1,1859,8861,1950,Lake Washington School District,946000.0,995000.0,508.88,2025-07-07,32,265,SOLD
456,142,21,46074 Cardenas Key Suite 347,Bellevue,Somerset,06766,47.609111,-122.19223,SINGLE_FAMILY,3,2.5,1,2,2318,2916,1984,Bellevue School District,1678000.0,1664000.0,723.9,2025-10-25,30,0,ACTIVE
457,43,26,38856 Norman Extensions Suite 155,Renton,Highlands,81294,47.496513,-122.217465,CONDO,4,2.5,2,2,937,6602,2000,Renton School District,348000.0,368000.0,371.4,2026-01-10,18,560,PENDING
458,9,17,4116 Howell Route,Bellevue,Somerset,24905,47.612706,-122.207696,SINGLE_FAMILY,4,3.5,2,2,3245,1745,1997,Bellevue School District,2499000.0,2649000.0,770.11,2026-03-31,19,0,ACTIVE
459,38,25,7557 Fischer Extension,Seattle,Fremont,42805,47.594869,-122.337542,SINGLE_FAMILY,1,2.0,1,2,2561,6148,1995,Seattle Public Schools,1373000.0,1364000.0,536.12,2025-07-04,46,0,ACTIVE
460,72,23,488 Sherman Plain,Issaquah,Talus,23819,47.543488,-122.023377,SINGLE_FAMILY,4,3.0,3,3,3379,7694,1986,Issaquah School District,1950000.0,2005000.0,577.09,2025-11-20,60,0,ACTIVE
461,108,4,11964 Jennifer Place,Bellevue,Downtown,46874,47.608684,-122.198457,SINGLE_FAMILY,3,1.5,0,2,2607,1646,1956,Bellevue School District,1838000.0,1884000.0,705.02,2025-11-20,87,0,WITHDRAWN
462,137,30,49915 Scott Canyon Apt. 824,Bothell,Downtown,03955,47.746274,-122.201057,SINGLE_FAMILY,2,1.0,3,3,1819,3965,2009,Northshore School District,982000.0,1043000.0,539.86,2025-12-25,40,0,ACTIVE
463,77,23,37320 Sanchez Brooks,Bellevue,Bridle Trails,80745,47.6099,-122.197267,SINGLE_FAMILY,5,4.0,2,3,2126,2341,2021,Bellevue School District,1934000.0,1981000.0,909.69,2025-12-21,8,0,ACTIVE
464,58,6,8893 Lopez Path Suite 964,Seattle,Ballard,93135,47.596935,-122.320032,CONDO,3,3.0,0,3,792,8610,1963,Seattle Public Schools,331000.0,352000.0,417.93,2026-04-15,11,382,SOLD
465,98,9,6553 Fernandez Club Apt. 538,Issaquah,Talus,76386,47.52021,-122.043467,SINGLE_FAMILY,3,1.5,2,1,1996,7668,1988,Issaquah School District,1092000.0,1099000.0,547.09,2025-08-14,79,0,SOLD
466,123,22,519 Jennifer Stravenue Apt. 749,Issaquah,Squak Mountain,07474,47.54439,-122.037943,CONDO,4,1.5,0,2,1073,7776,2007,Issaquah School District,530000.0,545000.0,493.94,2025-12-13,42,614,ACTIVE
467,55,1,9612 Ann Points Apt. 572,Seattle,Greenwood,08860,47.597684,-122.322545,SINGLE_FAMILY,2,1.0,2,1,2792,8168,1976,Seattle Public Schools,1447000.0,1416000.0,518.27,2026-03-04,80,0,PENDING
468,28,30,494 Jennifer Overpass,Renton,Highlands,56970,47.474464,-122.221191,SINGLE_FAMILY,5,4.0,1,2,3083,3039,1989,Renton School District,1432000.0,1492000.0,464.48,2026-03-12,13,0,SOLD
469,29,8,3748 Rivera Port,Seattle,Ballard,67079,47.618023,-122.341489,SINGLE_FAMILY,1,3.5,3,2,3058,3675,2023,Seattle Public Schools,2041000.0,2013000.0,667.43,2026-06-08,20,0,SOLD
470,14,15,950 Jennifer Knolls,Issaquah,Squak Mountain,77498,47.526193,-122.046126,SINGLE_FAMILY,3,2.5,1,2,3567,3051,1977,Issaquah School District,1817000.0,1863000.0,509.39,2025-08-11,56,0,PENDING
471,64,4,186 Jessica Gateway,Seattle,Capitol Hill,79344,47.594656,-122.320248,SINGLE_FAMILY,3,1.5,0,3,4288,2327,2013,Seattle Public Schools,2569000.0,2523000.0,599.11,2026-04-06,40,0,ACTIVE
472,69,16,07151 Sophia Ports,Seattle,Capitol Hill,92373,47.596331,-122.340993,TOWNHOUSE,3,3.5,2,3,2033,1525,2001,Seattle Public Schools,1046000.0,1026000.0,514.51,2026-06-09,17,344,SOLD
473,18,6,6725 Cody Knoll Apt. 647,Redmond,Education Hill,12393,47.668865,-122.122844,TOWNHOUSE,5,3.5,3,2,1788,4236,1989,Lake Washington School District,1056000.0,1104000.0,590.6,2025-09-04,7,340,ACTIVE
474,126,28,35157 Alexandria Brooks Apt. 805,Sammamish,Klahanie,13017,47.615477,-122.049245,CONDO,1,3.5,2,1,824,5803,1951,Lake Washington School District,369000.0,397000.0,447.82,2025-08-29,69,335,PENDING
475,90,18,56409 Villarreal Extensions,Renton,Downtown,25205,47.487802,-122.224494,TOWNHOUSE,3,4.0,2,2,1402,7317,1988,Renton School District,571000.0,575000.0,407.28,2026-02-15,47,515,PENDING
476,6,5,83512 Berry Mill Apt. 827,Bothell,North Creek,04477,47.770788,-122.200619,CONDO,2,2.5,0,1,1260,6231,2011,Northshore School District,523000.0,547000.0,415.08,2026-02-10,60,434,SOLD
477,116,29,4152 Rachel Parks,Seattle,Magnolia,25818,47.596449,-122.31979,SINGLE_FAMILY,3,2.0,3,3,3347,4918,1963,Seattle Public Schools,1780000.0,1898000.0,531.82,2026-02-03,40,0,SOLD
478,146,26,8671 Matthew Lakes Apt. 373,Bellevue,Somerset,53491,47.603752,-122.187416,SINGLE_FAMILY,3,3.5,1,2,3930,7078,1993,Bellevue School District,3008000.0,2958000.0,765.39,2025-07-14,24,0,SOLD
479,4,15,9181 Buck Port,Redmond,Education Hill,75878,47.66542,-122.111736,SINGLE_FAMILY,2,2.5,2,1,4086,5025,1970,Lake Washington School District,2428000.0,2432000.0,594.22,2026-03-11,50,0,SOLD
480,144,5,345 Seth Flat Suite 666,Kirkland,Juanita,49923,47.683296,-122.216721,SINGLE_FAMILY,4,2.5,0,2,2829,3292,1967,Lake Washington School District,1771000.0,1773000.0,626.02,2025-07-28,9,0,SOLD
481,67,30,1587 Torres Turnpike,Redmond,Overlake,38144,47.676811,-122.131301,SINGLE_FAMILY,3,2.0,1,3,4409,7788,1999,Lake Washington School District,2870000.0,3089000.0,650.94,2026-04-05,30,0,ACTIVE
482,119,18,031 Mcclain Summit,Seattle,Capitol Hill,75379,47.602479,-122.320822,SINGLE_FAMILY,3,1.5,3,3,2617,4066,1988,Seattle Public Schools,1412000.0,1416000.0,539.55,2026-01-12,69,0,SOLD
